1,59766.6667,21366.6667
2,59816.6667,22966.6667
3,59816.6667,23066.6667
4,59833.3333,21616.6667
5,59833.3333,22950.0
6,59833.3333,23083.3333
7,59833.3333,23200.0
8,59850.0,22433.3333
9,59866.6667,22450.0
10,59866.6667,22483.3333
11,59866.6667,22500.0
12,59866.6667,23400.0
13,59883.3333,22516.6667
14,59883.3333,23100.0
15,59883.3333,23400.0
16,59883.3333,23700.0
17,59900.0,23116.6667
18,59900.0,23250.0
19,59900.0,23300.0
20,59900.0,23350.0
21,59900.0,23450.0
22,59900.0,23483.3333
23,59916.6667,20900.0
24,59916.6667,20916.6667
25,59916.6667,21883.3333
26,59916.6667,22416.6667
27,59916.6667,23033.3333
28,59916.6667,23166.6667
29,59916.6667,23383.3333
30,59916.6667,23516.6667
31,59933.3333,20883.3333
32,59933.3333,20900.0
33,59933.3333,20966.6667
34,59933.3333,20983.3333
35,59933.3333,22400.0
36,59933.3333,22900.0
37,59933.3333,22983.3333
38,59933.3333,23150.0
39,59933.3333,23233.3333
40,59933.3333,23300.0
41,59933.3333,23366.6667
42,59933.3333,23550.0
43,59933.3333,23600.0
44,59933.3333,23700.0
45,59933.3333,23716.6667
46,59933.3333,23766.6667
47,59950.0,20883.3333
48,59950.0,20950.0
49,59950.0,21000.0
50,59950.0,21766.6667
51,59950.0,22366.6667
52,59950.0,22716.6667
53,59950.0,22866.6667
54,59950.0,22966.6667
55,59950.0,23050.0
56,59950.0,23383.3333
57,59950.0,23416.6667
58,59950.0,23466.6667
59,59950.0,23500.0
60,59950.0,23650.0
61,59950.0,23950.0
62,59966.6667,22433.3333
63,59966.6667,22533.3333
64,59966.6667,22616.6667
65,59966.6667,22900.0
66,59966.6667,22916.6667
67,59966.6667,22950.0
68,59966.6667,22983.3333
69,59966.6667,23166.6667
70,59966.6667,23233.3333
71,59966.6667,23433.3333
72,59966.6667,23700.0
73,59966.6667,23866.6667
74,59966.6667,23883.3333
75,59983.3333,21300.0
76,59983.3333,22816.6667
77,59983.3333,22833.3333
78,59983.3333,23033.3333
79,59983.3333,23133.3333
80,59983.3333,23200.0
81,59983.3333,23266.6667
82,59983.3333,23300.0
83,59983.3333,23400.0
84,59983.3333,23416.6667
85,59983.3333,23483.3333
86,59983.3333,23566.6667
87,59983.3333,23616.6667
88,59983.3333,23650.0
89,59983.3333,23750.0
90,59983.3333,23783.3333
91,59983.3333,23883.3333
92,59983.3333,23900.0
93,59988.3333,24442.2222
94,59994.7222,24474.1667
95,60000.0,20316.6667
